,Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Overtime,FTR,Situation,Min,Period,Quarter,Year
147,CR7,08/09,Premier League,8,18-10-2008,H,Manchester United,West Bromwich Albion,4-0,RW,69,2-0,Left-footed shot,Wayne Rooney,0,H,Ampliar,69,2nd,Q2 2nd,9
148,Messi,08/09,UEFA Champions League,Group Stage,22-10-2008,A,FC Barcelona,FC Basel 1893,0-5,CF,4,0-1,Left-footed shot,Dani Alves,0,A,Adelantar,4,1st,Q1 1st,9
149,CR7,08/09,Premier League,10,29-10-2008,H,Manchester United,West Ham United,2-0,RW,14,1-0,Left-footed shot,Nani,0,H,Adelantar,14,1st,Q1 1st,9
150,CR7,08/09,Premier League,10,29-10-2008,H,Manchester United,West Ham United,2-0,RW,30,2-0,Right-footed shot,Dimitar Berbatov,0,H,Ampliar,30,1st,Q2 1st,9
151,CR7,08/09,Premier League,11,01-11-2008,H,Manchester United,Hull City,4-3,RW,43,3-1,Header,Nani,0,H,Ampliar,43,1st,Q3 1st,9
152,CR7,08/09,Premier League,11,01-11-2008,H,Manchester United,Hull City,4-3,RW,3,1-0,Left-footed shot,Dimitar Berbatov,0,H,Adelantar,3,1st,Q1 1st,9
153,Messi,08/09,LaLiga,9,01-11-2008,A,FC Barcelona,Malaga CF,1-4,RW,19,1-2,Left-footed shot,,0,A,Adelantar,19,1st,Q2 1st,9
154,Messi,08/09,UEFA Champions League,Group Stage,04-11-2008,H,FC Barcelona,FC Basel 1893,1-1,RW,61,1-0,Left-footed shot,Thierry Henry,0,D,Adelantar,61,2nd,Q2 2nd,9
155,Messi,08/09,Copa del Rey,Fifth Round,12-11-2008,H,FC Barcelona,Benidorm CD,1-0,RW,86,1-0,Penalty rebound,,0,H,Adelantar,86,2nd,Q3 2nd,9
156,CR7,08/09,Premier League,13,15-11-2008,H,Manchester United,Stoke City,5-0,RW,88,5-0,Direct free kick,,0,H,Ampliar,88,2nd,Q3 2nd,9
157,CR7,08/09,Premier League,13,15-11-2008,H,Manchester United,Stoke City,5-0,RW,3,1-0,Direct free kick,,0,H,Adelantar,3,1st,Q1 1st,9
158,Messi,08/09,LaLiga,11,16-11-2008,A,FC Barcelona,Recreativo Huelva,0-2,RW,51,0-1,Left-footed shot,Xavi,0,A,Adelantar,51,2nd,Q1 2nd,9
159,Messi,08/09,UEFA Champions League,Group Stage,26-11-2008,A,FC Barcelona,Sporting CP,2-5,RW,49,0-3,Left-footed shot,Dani Alves,0,A,Ampliar,49,2nd,Q1 2nd,9
160,Messi,08/09,LaLiga,13,29-11-2008,A,FC Barcelona,Sevilla FC,0-3,RW,90+2,0-3,Left-footed shot,Aleksandr Hleb,0,A,Ampliar,90,2nd,Q3 2nd,9
161,Messi,08/09,LaLiga,13,29-11-2008,A,FC Barcelona,Sevilla FC,0-3,RW,78,0-2,Left-footed shot,Xavi,0,A,Ampliar,78,2nd,Q3 2nd,9
162,Messi,08/09,LaLiga,15,13-12-2008,H,FC Barcelona,Real Madrid,2-0,RW,89,2-0,Counter attack goal,Thierry Henry,0,H,Ampliar,89,2nd,Q3 2nd,9
163,CR7,08/09,FIFA Club World Cup,Semi-Finals,18-12-2008,A,Manchester United,Gamba Osaka,3-5,LW,45+1,0-2,Header,Ryan Giggs,0,A,Ampliar,45,1st,Q3 1st,9
164,Messi,08/09,Copa del Rey,Round of 16,06-01-2009,A,FC Barcelona,Atletico de Madrid,1-3,RW,79,1-3,Right-footed shot,Andres Iniesta,0,A,Ampliar,79,2nd,Q3 2nd,9
165,Messi,08/09,Copa del Rey,Round of 16,06-01-2009,A,FC Barcelona,Atletico de Madrid,1-3,RW,11,0-1,Left-footed shot,Dani Alves,0,A,Adelantar,11,1st,Q1 1st,9
166,Messi,08/09,Copa del Rey,Round of 16,06-01-2009,A,FC Barcelona,Atletico de Madrid,1-3,RW,57,0-2,Penalty,,0,A,Ampliar,57,2nd,Q1 2nd,9
167,Messi,08/09,LaLiga,18,11-01-2009,A,FC Barcelona,CA Osasuna,2-3,RW,84,2-3,Left-footed shot,Dani Alves,0,A,Adelantar,84,2nd,Q3 2nd,9
168,Messi,08/09,LaLiga,19,17-01-2009,H,FC Barcelona,Deportivo de La Coruaa,5-0,RW,21,1-0,Left-footed shot,,0,H,Adelantar,21,1st,Q2 1st,9
169,CR7,08/09,EFL Cup,Semi-Finals,20-01-2009,H,Manchester United,Derby County,4-2,LW,89,4-1,Penalty,,0,H,Ampliar,89,2nd,Q3 2nd,9
170,Messi,08/09,LaLiga,20,24-01-2009,H,FC Barcelona,CD Numancia,4-1,RW,49,1-0,Left-footed shot,Dani Alves,0,H,Adelantar,49,2nd,Q1 2nd,9
171,Messi,08/09,LaLiga,20,24-01-2009,H,FC Barcelona,CD Numancia,4-1,RW,76,4-1,Right-footed shot,,0,H,Ampliar,76,2nd,Q3 2nd,9
172,CR7,08/09,Premier League,23,27-01-2009,A,Manchester United,West Bromwich Albion,0-5,LW,65,0-4,Right-footed shot,Ryan Giggs,0,A,Ampliar,65,2nd,Q2 2nd,9
173,CR7,08/09,Premier League,23,27-01-2009,A,Manchester United,West Bromwich Albion,0-5,LW,73,0-5,Right-footed shot,Dimitar Berbatov,0,A,Ampliar,73,2nd,Q2 2nd,9
174,CR7,08/09,Premier League,24,31-01-2009,H,Manchester United,Everton FC,1-0,LW,43,1-0,Penalty,,0,H,Adelantar,43,1st,Q3 1st,9
175,Messi,08/09,LaLiga,21,01-02-2009,A,FC Barcelona,Racing Santander,1-2,RW,81,1-2,Right-footed shot,,0,A,Adelantar,81,2nd,Q3 2nd,9
176,Messi,08/09,LaLiga,21,01-02-2009,A,FC Barcelona,Racing Santander,1-2,RW,65,1-1,Right-footed shot,Xavi,0,A,Empatar,65,2nd,Q2 2nd,9
177,CR7,08/09,FA Cup,Fifth Round,15-02-2009,A,Manchester United,Derby County,1-4,CF,68,1-3,Header,Ryan Giggs,0,A,Ampliar,68,2nd,Q2 2nd,9
178,CR7,08/09,Premier League,26,21-02-2009,H,Manchester United,Blackburn Rovers,2-1,LW,60,2-1,Direct free kick,,0,H,Adelantar,60,2nd,Q1 2nd,9
179,Messi,08/09,LaLiga,25,01-03-2009,A,FC Barcelona,Atletico de Madrid,4-3,RW,30,0-2,Left-footed shot,,0,H,Ampliar,30,1st,Q2 1st,9
180,Messi,08/09,Copa del Rey,Semi-Finals,04-03-2009,A,FC Barcelona,RCD Mallorca,1-1,RW,81,1-1,Left-footed shot,Gerard Pique,0,D,Empatar,81,2nd,Q3 2nd,9
181,Messi,08/09,LaLiga,26,07-03-2009,H,FC Barcelona,Athletic Bilbao,2-0,RW,31,2-0,Penalty,,0,H,Ampliar,31,1st,Q3 1st,9
182,CR7,08/09,UEFA Champions League,Round of 16,11-03-2009,H,Manchester United,FC Internazionale,2-0,RW,49,2-0,Header,Wayne Rooney,0,H,Ampliar,49,2nd,Q1 2nd,9
183,Messi,08/09,UEFA Champions League,Round of 16,11-03-2009,H,FC Barcelona,Olympique Lyon,5-2,RW,40,3-0,Left-footed shot,Samuel Etoo,0,H,Ampliar,40,1st,Q3 1st,9
184,CR7,08/09,Premier League,29,14-03-2009,H,Manchester United,Liverpool FC,1-4,RW,22,1-0,Penalty,,0,A,Adelantar,22,1st,Q2 1st,9
185,Messi,08/09,LaLiga,28,22-03-2009,H,FC Barcelona,Malaga CF,6-0,RW,26,2-0,Right-footed shot,Xavi,0,H,Ampliar,26,1st,Q2 1st,9
186,CR7,08/09,Premier League,31,05-04-2009,H,Manchester United,Aston Villa,3-2,RW,11,1-0,Direct free kick,,0,H,Adelantar,11,1st,Q1 1st,9
187,CR7,08/09,Premier League,31,05-04-2009,H,Manchester United,Aston Villa,3-2,RW,80,2-2,Left-footed shot,Michael Carrick,0,H,Empatar,80,2nd,Q3 2nd,9
188,Messi,08/09,UEFA Champions League,Quarter-Finals,08-04-2009,H,FC Barcelona,Bayern Munich,4-0,RW,38,3-0,Right-footed shot,Thierry Henry,0,H,Ampliar,38,1st,Q3 1st,9
189,Messi,08/09,UEFA Champions League,Quarter-Finals,08-04-2009,H,FC Barcelona,Bayern Munich,4-0,RW,9,1-0,Left-footed shot,Samuel Etoo,0,H,Adelantar,9,1st,Q1 1st,9
190,CR7,08/09,UEFA Champions League,Quarter-Finals,15-04-2009,A,Manchester United,FC Porto,0-1,RW,6,0-1,Long distance kick,Anderson,0,A,Adelantar,6,1st,Q1 1st,9
191,Messi,08/09,LaLiga,31,18-04-2009,A,FC Barcelona,Getafe CF,0-1,RW,18,0-1,Left-footed shot,Xavi,0,A,Adelantar,18,1st,Q2 1st,9
192,CR7,08/09,Premier League,34,25-04-2009,H,Manchester United,Tottenham Hotspur,5-2,RW,68,3-2,Header,Wayne Rooney,0,H,Adelantar,68,2nd,Q2 2nd,9
193,Messi,08/09,LaLiga,33,25-04-2009,A,FC Barcelona,Valencia CF,2-2,RW,23,0-1,Left-footed shot,Andres Iniesta,0,D,Adelantar,23,1st,Q2 1st,9
194,CR7,08/09,Premier League,34,25-04-2009,H,Manchester United,Tottenham Hotspur,5-2,RW,57,1-2,Penalty,,0,H,Recortar,57,2nd,Q1 2nd,9
195,Messi,08/09,LaLiga,34,02-05-2009,A,FC Barcelona,Real Madrid,2-6,CF,35,1-3,Left-footed shot,Xavi,0,A,Ampliar,35,1st,Q3 1st,9
196,Messi,08/09,LaLiga,34,02-05-2009,A,FC Barcelona,Real Madrid,2-6,CF,75,2-5,Left-footed shot,Xavi,0,A,Ampliar,75,2nd,Q2 2nd,9
197,CR7,08/09,UEFA Champions League,Semi-Finals,05-05-2009,A,Manchester United,Arsenal FC,1-3,CF,61,0-3,Right-footed shot,Wayne Rooney,0,A,Ampliar,61,2nd,Q2 2nd,9
198,CR7,08/09,UEFA Champions League,Semi-Finals,05-05-2009,A,Manchester United,Arsenal FC,1-3,CF,11,0-2,Direct free kick,,0,A,Ampliar,11,1st,Q1 1st,9
199,CR7,08/09,Premier League,36,10-05-2009,H,Manchester United,Manchester City,2-0,RW,17,1-0,Direct free kick,,0,H,Adelantar,17,1st,Q2 1st,9
200,Messi,08/09,Copa del Rey,Final,13-05-2009,H,FC Barcelona,Athletic Bilbao,4-1,RW,55,2-1,Left-footed shot,Samuel Etoo,0,H,Adelantar,55,2nd,Q1 2nd,9
201,Messi,08/09,UEFA Champions League,Final,27-05-2009,H,FC Barcelona,Manchester United,2-0,CF,70,2-0,Header,Xavi,0,H,Ampliar,70,2nd,Q2 2nd,9
202,Messi,09/10,Supercopa de España,Final,23-08-2009,H,FC Barcelona,Athletic Bilbao,3-0,RW,50,1-0,Right-footed shot,Zlatan Ibrahimovic,0,H,Adelantar,50,2nd,Q1 2nd,10
203,Messi,09/10,Supercopa de España,Final,23-08-2009,H,FC Barcelona,Athletic Bilbao,3-0,RW,68,2-0,Penalty,,0,H,Ampliar,68,2nd,Q2 2nd,10
204,CR7,09/10,LaLiga,1,29-08-2009,H,Real Madrid,Deportivo de La CoruÃ±a,3-2,RW,35,2-1,Penalty,,0,H,Adelantar,35,1st,Q3 1st,10
205,Messi,09/10,LaLiga,2,12-09-2009,A,FC Barcelona,Getafe CF,0-2,RW,78,0-2,Header,Zlatan Ibrahimovic,0,A,Ampliar,78,2nd,Q3 2nd,10
206,CR7,09/10,LaLiga,2,12-09-2009,A,Real Madrid,RCD Espanyol Barcelona,0-3,LW,90,0-3,Right-footed shot,Guti,0,A,Ampliar,90,2nd,Q3 2nd,10
207,CR7,09/10,UEFA Champions League,Group Stage,15-09-2009,A,Real Madrid,FC ZÃ¼rich,2-5,CF,89,2-4,Direct free kick,,0,A,Ampliar,89,2nd,Q3 2nd,10
208,CR7,09/10,UEFA Champions League,Group Stage,15-09-2009,A,Real Madrid,FC ZÃ¼rich,2-5,CF,27,0-1,Direct free kick,,0,A,Adelantar,27,1st,Q2 1st,10
209,Messi,09/10,LaLiga,3,19-09-2009,H,FC Barcelona,Atletico de Madrid,5-2,RW,15,2-0,Left-footed shot,Xavi,0,H,Ampliar,15,1st,Q1 1st,10
210,Messi,09/10,LaLiga,3,19-09-2009,H,FC Barcelona,Atletico de Madrid,5-2,RW,90+3,5-2,Right-footed shot,Dani Alves,0,H,Ampliar,90,2nd,Q3 2nd,10
211,CR7,09/10,LaLiga,3,20-09-2009,H,Real Madrid,Xerez CD,5-0,RW,75,2-0,Header,Esteban Granero,0,H,Ampliar,75,2nd,Q2 2nd,10
212,CR7,09/10,LaLiga,3,20-09-2009,H,Real Madrid,Xerez CD,5-0,RW,1,1-0,Right-footed shot,,0,H,Adelantar,1,1st,Q1 1st,10
213,Messi,09/10,LaLiga,4,22-09-2009,A,FC Barcelona,Racing Santander,1-4,RW,23,0-2,Left-footed shot,Xavi,0,A,Ampliar,23,1st,Q2 1st,10
214,Messi,09/10,LaLiga,4,22-09-2009,A,FC Barcelona,Racing Santander,1-4,RW,63,0-4,Left-footed shot,Xavi,0,A,Ampliar,63,2nd,Q2 2nd,10
215,CR7,09/10,LaLiga,4,23-09-2009,A,Real Madrid,Villarreal CF,0-2,CF,2,0-1,Right-footed shot,,0,A,Adelantar,2,1st,Q1 1st,10
216,Messi,09/10,UEFA Champions League,Group Stage,29-09-2009,H,FC Barcelona,Dynamo Kyiv,2-0,RW,25,1-0,Left-footed shot,Andres Iniesta,0,H,Adelantar,25,1st,Q2 1st,10
217,CR7,09/10,UEFA Champions League,Group Stage,30-09-2009,H,Real Madrid,Olympique Marseille,3-0,CF,64,3-0,Right-footed shot,Karim Benzema,0,H,Ampliar,64,2nd,Q2 2nd,10
218,CR7,09/10,UEFA Champions League,Group Stage,30-09-2009,H,Real Madrid,Olympique Marseille,3-0,CF,58,1-0,Left-footed shot,Pepe,0,H,Adelantar,58,2nd,Q1 2nd,10
219,Messi,09/10,LaLiga,8,25-10-2009,H,FC Barcelona,Real Zaragoza,6-1,RW,80,5-1,Left-footed shot,Andres Iniesta,0,H,Ampliar,80,2nd,Q3 2nd,10
220,Messi,09/10,LaLiga,10,07-11-2009,H,FC Barcelona,RCD Mallorca,4-2,RW,86,4-1,Penalty,,0,H,Ampliar,86,2nd,Q3 2nd,10
221,Messi,09/10,Copa del Rey,Fifth Round,10-11-2009,H,FC Barcelona,Cultural Leonesa,5-0,RW,64,4-0,Left-footed shot,Pedro,0,H,Ampliar,64,2nd,Q2 2nd,10
222,Messi,09/10,LaLiga,13,05-12-2009,A,FC Barcelona,Deportivo de La Coruaa,1-3,RW,26,0-1,Left-footed shot,Dani Alves,0,A,Adelantar,26,1st,Q2 1st,10
223,Messi,09/10,LaLiga,13,05-12-2009,A,FC Barcelona,Deportivo de La Coruaa,1-3,RW,80,1-2,Header,Pedro,0,A,Adelantar,80,2nd,Q3 2nd,10
224,CR7,09/10,LaLiga,13,05-12-2009,H,Real Madrid,UD Almeria,4-2,CF,84,4-2,Right-footed shot,Gonzalo Higuain,0,H,Ampliar,84,2nd,Q3 2nd,10
225,CR7,09/10,UEFA Champions League,Group Stage,08-12-2009,A,Real Madrid,Olympique Marseille,1-3,CF,80,1-3,Right-footed shot,Lassana Diarra,0,A,Ampliar,80,2nd,Q3 2nd,10
226,CR7,09/10,UEFA Champions League,Group Stage,08-12-2009,A,Real Madrid,Olympique Marseille,1-3,CF,5,0-1,Direct free kick,,0,A,Adelantar,5,1st,Q1 1st,10
227,Messi,09/10,UEFA Champions League,Group Stage,09-12-2009,A,FC Barcelona,Dynamo Kyiv,1-2,RW,86,1-2,Direct free kick,,0,A,Adelantar,86,2nd,Q3 2nd,10
228,Messi,09/10,FIFA Club World Cup,Semi-Finals,16-12-2009,A,FC Barcelona,CF Atlante,1-3,RW,55,1-2,Left-footed shot,Zlatan Ibrahimovic,0,A,Adelantar,55,2nd,Q1 2nd,10
229,Messi,09/10,FIFA Club World Cup,Final,19-12-2009,A,FC Barcelona,Club Estudiantes de La Plata,1-2 ,RW,110,1-2,Chest,Dani Alves,1,A,Adelantar,11,ET,ET,10
230,CR7,09/10,LaLiga,15,19-12-2009,H,Real Madrid,Real Zaragoza,6-0,CF,50,5-0,Left-footed shot,Ezequiel Garay,0,H,Ampliar,50,2nd,Q1 2nd,10
231,Messi,09/10,LaLiga,17,10-01-2010,A,FC Barcelona,CD Tenerife,0-5,RW,36,0-1,Left-footed shot,Bojan Krkic,0,A,Adelantar,36,1st,Q3 1st,10
232,Messi,09/10,LaLiga,17,10-01-2010,A,FC Barcelona,CD Tenerife,0-5,RW,45,0-3,Right-footed shot,Bojan Krkic,0,A,Ampliar,45,1st,Q3 1st,10
233,Messi,09/10,LaLiga,17,10-01-2010,A,FC Barcelona,CD Tenerife,0-5,RW,75,0-4,Left-footed shot,Bojan Krkic,0,A,Ampliar,75,2nd,Q2 2nd,10
234,Messi,09/10,LaLiga,18,16-01-2010,H,FC Barcelona,Sevilla FC,4-0,RW,85,3-0,Left-footed shot,Dani Alves,0,H,Ampliar,85,2nd,Q3 2nd,10
235,Messi,09/10,LaLiga,18,16-01-2010,H,FC Barcelona,Sevilla FC,4-0,RW,90+1,4-0,Left-footed shot,Ã‰ric Abidal,0,H,Ampliar,90,2nd,Q3 2nd,10
236,Messi,09/10,LaLiga,19,23-01-2010,A,FC Barcelona,Real Valladolid CF,0-3,RW,54,0-3,Left-footed shot,Zlatan Ibrahimovic,0,A,Ampliar,54,2nd,Q1 2nd,10
237,CR7,09/10,LaLiga,19,24-01-2010,H,Real Madrid,Malaga CF,2-0,RW,39,2-0,Right-footed shot,Guti,0,H,Ampliar,39,1st,Q3 1st,10
238,CR7,09/10,LaLiga,19,24-01-2010,H,Real Madrid,Malaga CF,2-0,RW,35,1-0,Right-footed shot,Kaka,0,H,Adelantar,35,1st,Q3 1st,10
239,Messi,09/10,LaLiga,21,06-02-2010,H,FC Barcelona,Getafe CF,2-1,RW,7,1-0,Left-footed shot,Yaya Toure,0,H,Adelantar,7,1st,Q1 1st,10
240,CR7,09/10,LaLiga,22,13-02-2010,A,Real Madrid,Xerez CD,0-3,LW,71,0-3,Left-footed shot,Kaka,0,A,Ampliar,71,2nd,Q2 2nd,10
241,CR7,09/10,LaLiga,22,13-02-2010,A,Real Madrid,Xerez CD,0-3,LW,69,0-2,Header,Kaka,0,A,Ampliar,69,2nd,Q2 2nd,10
242,CR7,09/10,LaLiga,23,21-02-2010,H,Real Madrid,Villarreal CF,6-2,LW,18,1-0,Direct free kick,,0,H,Adelantar,18,1st,Q2 1st,10
243,CR7,09/10,LaLiga,24,27-02-2010,A,Real Madrid,CD Tenerife,1-5,LW,78,1-4,Penalty,,0,A,Ampliar,78,2nd,Q3 2nd,10
244,Messi,09/10,LaLiga,24,27-02-2010,H,FC Barcelona,Malaga CF,2-1,RW,84,2-1,Right-footed shot,Dani Alves,0,H,Adelantar,84,2nd,Q3 2nd,10
245,Messi,09/10,LaLiga,25,06-03-2010,A,FC Barcelona,UD Almera,2-2,RW,66,2-2,Left-footed shot,,0,D,Empatar,66,2nd,Q2 2nd,10
246,CR7,09/10,LaLiga,25,06-03-2010,H,Real Madrid,Sevilla FC,3-2,CF,59,1-2,Left-footed shot,,0,H,Recortar,59,2nd,Q1 2nd,10
247,Messi,09/10,LaLiga,25,06-03-2010,A,FC Barcelona,UD Almera,2-2,RW,42,1-1,Direct free kick,,0,D,Empatar,42,1st,Q3 1st,10
248,CR7,09/10,UEFA Champions League,Round of 16,10-03-2010,H,Real Madrid,Olympique Lyon,1-1,LW,6,1-0,Left-footed shot,Guti,0,D,Adelantar,6,1st,Q1 1st,10
249,Messi,09/10,LaLiga,26,14-03-2010,H,FC Barcelona,Valencia CF,3-0,CF,82,3-0,Right-footed shot,Thierry Henry,0,H,Ampliar,82,2nd,Q3 2nd,10
250,Messi,09/10,LaLiga,26,14-03-2010,H,FC Barcelona,Valencia CF,3-0,CF,80,2-0,Left-footed shot,Thierry Henry,0,H,Ampliar,80,2nd,Q3 2nd,10
251,Messi,09/10,LaLiga,26,14-03-2010,H,FC Barcelona,Valencia CF,3-0,CF,56,1-0,Left-footed shot,Xavi,0,H,Adelantar,56,2nd,Q1 2nd,10
252,CR7,09/10,LaLiga,26,14-03-2010,A,Real Madrid,Real Valladolid CF,1-4,CF,29,0-1,Direct free kick,,0,A,Adelantar,29,1st,Q2 1st,10
253,Messi,09/10,UEFA Champions League,Round of 16,17-03-2010,H,FC Barcelona,VfB Stuttgart,4-0,CF,13,1-0,Left-footed shot,Yaya Toure,0,H,Adelantar,13,1st,Q1 1st,10
254,Messi,09/10,UEFA Champions League,Round of 16,17-03-2010,H,FC Barcelona,VfB Stuttgart,4-0,CF,56,3-0,Left-footed shot,Dani Alves,0,H,Ampliar,56,2nd,Q1 2nd,10
255,Messi,09/10,LaLiga,27,21-03-2010,A,FC Barcelona,Real Zaragoza,2-4,RW,4,0-1,Header,Pedro,0,A,Adelantar,4,1st,Q1 1st,10
256,Messi,09/10,LaLiga,27,21-03-2010,A,FC Barcelona,Real Zaragoza,2-4,RW,65,0-2,Left-footed shot,,0,A,Ampliar,65,2nd,Q2 2nd,10
257,Messi,09/10,LaLiga,27,21-03-2010,A,FC Barcelona,Real Zaragoza,2-4,RW,78,0-3,Left-footed shot,Andres Iniesta,0,A,Ampliar,78,2nd,Q3 2nd,10
258,CR7,09/10,LaLiga,28,25-03-2010,A,Real Madrid,Getafe CF,2-4,LW,36,0-4,Right-footed shot,,0,A,Ampliar,36,1st,Q3 1st,10
259,CR7,09/10,LaLiga,28,25-03-2010,A,Real Madrid,Getafe CF,2-4,LW,13,0-1,Direct free kick,,0,A,Adelantar,13,1st,Q1 1st,10
260,Messi,09/10,LaLiga,30,03-04-2010,H,FC Barcelona,Athletic Bilbao,4-1,CF,67,4-0,Left-footed shot,Pedro,0,H,Ampliar,67,2nd,Q2 2nd,10
261,CR7,09/10,LaLiga,30,04-04-2010,A,Real Madrid,Racing Santander,0-2,LW,23,0-1,Penalty,,0,A,Adelantar,23,1st,Q2 1st,10
262,Messi,09/10,UEFA Champions League,Quarter-Finals,06-04-2010,H,FC Barcelona,Arsenal FC,4-1,CF,37,2-1,Right-footed shot,Pedro,0,H,Adelantar,37,1st,Q3 1st,10
263,Messi,09/10,UEFA Champions League,Quarter-Finals,06-04-2010,H,FC Barcelona,Arsenal FC,4-1,CF,42,3-1,Left-footed shot,Seydou Keita,0,H,Ampliar,42,1st,Q3 1st,10
264,Messi,09/10,UEFA Champions League,Quarter-Finals,06-04-2010,H,FC Barcelona,Arsenal FC,4-1,CF,88,4-1,Left-footed shot,Xavi,0,H,Ampliar,88,2nd,Q3 2nd,10
265,Messi,09/10,UEFA Champions League,Quarter-Finals,06-04-2010,H,FC Barcelona,Arsenal FC,4-1,CF,21,1-1,Left-footed shot,,0,H,Empatar,21,1st,Q2 1st,10
266,Messi,09/10,LaLiga,31,10-04-2010,A,FC Barcelona,Real Madrid,0-2,CF,32,0-1,Right-footed shot,Xavi,0,A,Adelantar,32,1st,Q3 1st,10
267,CR7,09/10,LaLiga,32,15-04-2010,A,Real Madrid,UD Almeria,1-2,LW,26,1-1,Left-footed shot,,0,A,Empatar,26,1st,Q2 1st,10
268,CR7,09/10,LaLiga,33,18-04-2010,H,Real Madrid,Valencia CF,2-0,CF,77,2-0,Right-footed shot,Marcelo,0,H,Ampliar,77,2nd,Q3 2nd,10
269,Messi,09/10,LaLiga,35,01-05-2010,A,FC Barcelona,Villarreal CF,1-4,RW,87,1-4,Left-footed shot,Dani Alves,0,A,Ampliar,87,2nd,Q3 2nd,10
270,Messi,09/10,LaLiga,35,01-05-2010,A,FC Barcelona,Villarreal CF,1-4,RW,18,0-1,Left-footed shot,Xavi,0,A,Adelantar,18,1st,Q2 1st,10
271,CR7,09/10,LaLiga,35,02-05-2010,H,Real Madrid,CA Osasuna,3-2,LW,89,3-2,Header,Gonzalo Higuain,0,H,Adelantar,89,2nd,Q3 2nd,10
272,CR7,09/10,LaLiga,35,02-05-2010,H,Real Madrid,CA Osasuna,3-2,LW,25,1-1,Right-footed shot,,0,H,Empatar,25,1st,Q2 1st,10
273,Messi,09/10,LaLiga,36,04-05-2010,H,FC Barcelona,CD Tenerife,4-1,RW,90+3,4-1,Right-footed shot,Dani Alves,0,H,Ampliar,90,2nd,Q3 2nd,10
274,Messi,09/10,LaLiga,36,04-05-2010,H,FC Barcelona,CD Tenerife,4-1,RW,16,1-0,Right-footed shot,Zlatan Ibrahimovic,0,H,Adelantar,16,1st,Q2 1st,10
275,CR7,09/10,LaLiga,36,05-05-2010,A,Real Madrid,RCD Mallorca,1-4,LW,56,1-2,Right-footed shot,Sergio Ramos,0,A,Adelantar,56,2nd,Q1 2nd,10
276,CR7,09/10,LaLiga,36,05-05-2010,A,Real Madrid,RCD Mallorca,1-4,LW,71,1-3,Right-footed shot,,0,A,Ampliar,71,2nd,Q2 2nd,10
277,CR7,09/10,LaLiga,36,05-05-2010,A,Real Madrid,RCD Mallorca,1-4,LW,26,1-1,Right-footed shot,Sergio Ramos,0,A,Empatar,26,1st,Q2 1st,10
278,CR7,09/10,LaLiga,37,08-05-2010,H,Real Madrid,Athletic Bilbao,5-1,CF,21,1-0,Penalty,,0,H,Adelantar,21,1st,Q2 1st,10
279,Messi,09/10,LaLiga,37,08-05-2010,A,FC Barcelona,Sevilla FC,2-3,RW,5,0-1,Left-footed shot,Maxwell,0,A,Adelantar,5,1st,Q1 1st,10
280,Messi,09/10,LaLiga,38,16-05-2010,H,FC Barcelona,Real Valladolid CF,4-0,RW,74,4-0,Left-footed shot,Yaya Toure,0,H,Ampliar,74,2nd,Q2 2nd,10
281,Messi,09/10,LaLiga,38,16-05-2010,H,FC Barcelona,Real Valladolid CF,4-0,RW,61,3-0,Right-footed shot,Yaya Toure,0,H,Ampliar,61,2nd,Q2 2nd,10
282,Messi,10/11,Supercopa de España,Final,21-08-2010,H,FC Barcelona,Sevilla FC,4-0,RW,90+1,4-0,Left-footed shot,Andres Iniesta,0,H,Ampliar,90,2nd,Q3 2nd,11
283,Messi,10/11,Supercopa de España,Final,21-08-2010,H,FC Barcelona,Sevilla FC,4-0,RW,43,3-0,Right-footed shot,Dani Alves,0,H,Ampliar,43,1st,Q3 1st,11
284,Messi,10/11,Supercopa de España,Final,21-08-2010,H,FC Barcelona,Sevilla FC,4-0,RW,25,2-0,Left-footed shot,Xavi,0,H,Ampliar,25,1st,Q2 1st,11
285,Messi,10/11,LaLiga,1,29-08-2010,A,FC Barcelona,Racing Santander,0-3,RW,3,0-1,Left-footed shot,Andres Iniesta,0,A,Adelantar,3,1st,Q1 1st,11
286,Messi,10/11,UEFA Champions League,Group Stage,14-09-2010,H,FC Barcelona,Panathinaikos Athens,5-1,CF,22,1-1,Left-footed shot,Xavi,0,H,Empatar,22,1st,Q2 1st,11
287,Messi,10/11,UEFA Champions League,Group Stage,14-09-2010,H,FC Barcelona,Panathinaikos Athens,5-1,CF,45,3-1,Left-footed shot,Pedro,0,H,Ampliar,45,1st,Q3 1st,11
288,Messi,10/11,LaLiga,3,19-09-2010,A,FC Barcelona,Atletico de Madrid,1-2,CF,12,0-1,Left-footed shot,Pedro,0,A,Adelantar,12,1st,Q1 1st,11
289,CR7,10/11,LaLiga,4,21-09-2010,H,Real Madrid,RCD Espanyol Barcelona,3-0,LW,28,1-0,Penalty,,0,H,Adelantar,28,1st,Q2 1st,11
290,CR7,10/11,LaLiga,6,03-10-2010,H,Real Madrid,Deportivo de La CoruÃ±a,6-1,LW,4,1-0,Header,Mesut Ozil,0,H,Adelantar,4,1st,Q1 1st,11
291,Messi,10/11,LaLiga,6,03-10-2010,H,FC Barcelona,RCD Mallorca,1-1,CF,20,1-0,Left-footed shot,Pedro,0,D,Adelantar,20,1st,Q2 1st,11
